M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0046,3423,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:06,T5404R36,T1753.B6,Lament,Lament,Women sing lament,Female solo,Female Voice,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0047,3422,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:08,T5404R35,T1753.B7,Lament ,Lament,Women sing lament,Female solo,Female Voice,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0048,3421,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:05,T5404R34,T1753.B8,Male Soloist,,Male solo,Male solo,Male Voice,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0049,3420,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:11,T5404R33,T1753.B10,Duet,,,"Rhythmic duet between man and woman, others sing drone below",Male Voice; Female Voice; Mixed Voices,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0050,3425,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:00:57,T5404R38m,T1753.A2,Shaman Curing Ceremony,,,"Male solo, rattles",Male Voice; Rattles,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,THIS IS SAME AS THE ONE FOLLOWING?,@ALC1964FuchsOrinocoBasin
0051,3419,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:06,T5404R32,T1754.A2,Goajiro Song 2,,Mixed chorus,"Male leader joined by group of men and women, large drum",Male Voice; Male Voices; Female Voices; Large Drum,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0052,3418,7.62,-64.88,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,"Orinoco & Caura River Basin, Bolivar State, Venezuela",29030,,0:01:07,T5404R31,T1753.B3,Lullaby ,Lullaby,Very high pitched ,Female duet,2 Female Voices,,,Helmuth Fuchs,1964,Previously Unpublished,"Helmuth Fuchs, Orinoco Basin Recordings","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@ALC1964FuchsOrinocoBasin
0053,,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,,,T1639C.2,,,,Female solo,Female Voice,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1GuajiraC207/1
0054,2345,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:00:35,T5404R57,T1639 C.1,Chicha Song; The Man Who Asked His Grandmother for Chicha,Drinking Song,Song about a man asking his grandmother for more chicha at the Chichamaya Celebration,"Francisco, male solo, speaking in background",Male Voice,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1GuajiraC207/1
0055,2347,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:00:53,T5404R59,T1588.6,Lullaby; Clable Song,Lullaby,Strophic song,Female solo,Female Voice,,,"Francisco Carreño, Luis Felipe Ramón y Rivera",1947,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@INAF1947Lullaby;ClableSong
0056,,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,,,T1639C.3,,,,Female solo,Female Voice,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1GuajiraC207/1
0057,2348,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:01:09,T5404R60,T1588.5,Taanaragaa Song,,Male soloist with drum,"Male solo, drum",Male Voice; Drum,,,Juan Liscano,1940,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@INAF1940TaanaragaaSong
0058,2349,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:01:08,T5404R61,T1588.4,Plaubes Song; Piaches,,Very melismatic,"Male solo, rattle",Male Voice; Rattle,,,Ministerio del Trabaj,1942,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@INAF1942PlaubesSong;Piaches
0059,2350,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:01:05,T5404R62,T1588.3; WFS4.5,Breathless Song,Breathless Song,Very melismatic,Male solo,Male Voice,,,Ministerio del Trabaj,1942,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@INAF1942BreathlessSong
0060,2346,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:01:07,T5404R58,T1588.7,Cancion di amor,Love Song,Love song,Female solo,Female Voice,,,"Francisco Carreño, Luis Felipe Ramón y Rivera",1947,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"On Minutage Coding Sheet, the source # is given as T1588.1 However, the coding sheet also matches this song with C-id 2346. I believe the source # on the coding sheet is an error.",,@INAF1947Canciondiamor
0061,2352,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:00:40,T5404R63,T1588.1,Song About the Impossibility of Marrying a Cousin,Topical Song; Morality Song,"Strophic song, singer lapses into giggles twice",Female solo,Female Voice,,,Ministerio del Trabaj,1942,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"On Minutage Coding Sheet, the source # is given as T1588.2A However, the coding sheet also matches this song with C-id 2352. I believe the source # on the coding sheet is an error.",,@INAF1942SongAbouttheImpossibilityofMarryingaCousin
0062,2351,12,-71.5,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,"Guajira Peninsula, Colombia/Venezuela",15973,,0:01:01,T5404R64,T1588.2,My Sister Does Not Want Any Day Laborer,Topical Song,Strophic song with hummed opening to each strophe,Female solo,Female Voice,,,Ministerio del Trabaj,1942,Previously Unpublished,"Ministerio del Trabajo, Institute of Folklore, Caracas, Venezuela","Instituto Nacional de Folklore de Venezuela, Caracas; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"Gender coded as male on Minutage coding sheet, despite this being clearly a female singer, the same singer that was coded female on M-id 61. Error?",,@INAF1942MySisterDoesNotWantAnyDayLaborer
0063,2762,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,,0:00:59,T5404R70m,T1639 .D5,Walking Song,Traveling Song; Walking Song,Community travelling song,"Ekono, mixed chorus",Ekono; Mixed Voices,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0064,2763,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,,0:01:15,T5404R71m,T1639 .D7,Yenakokiko,Funeral Song; Burial Song,"Outburial ceremony song, sung when taking exhumed body to the sacred burial cave",Male chorus,Male Voices,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0065,2764,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,,0:01:16,T5404R72,T1639.D6,Maraca Cradle Song,Lullaby,Lullaby,Owatkasun,Owatkasun,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0066,2761,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,,0:00:59,T5404R69,T1639 .D4,Yomaikut,Ceremonial Song; Burial Song,Outburial ceremony song sung by women when they want more chicha,Female group,Female Voices,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0067,2760,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,overrecorded,0:01:10,T5404R68m,T1639 .D3,Men's Drinking Song,Drinking Song; Men's Song; Song Of Friendship,"Words signify asking for more Chicha and reminding each other of friendship, Yakono wapse: in order to be a friend","Male group, whistling",Male Voices; Whistling,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0068,2758,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,,0:01:17,T5404R66,T1639 .D2,Wertrapa,Processional Music; Harvest Song; Corn Song,"Song-procession of the First Fruits of the Maize Harvest, men carry baskets of maize on their backs, chanting women follow with their heads bowed and hands on men's shoulders","Rhythmic cries, chanting women",Rhythmic Cries; Female Voices,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0069,2759,10,-73,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,"Sierra de Perija, Border Between Colombia and Venezuela",21814,overrecorded,0:01:15,T5404R67m,T1639 .D1,Kushatra,Harvest Song; Festival Song; Corn Song,Corn-Harvest Festival songs from the Irapa group of Venezuela,"Male group, whistling",Male Voices; Whistling,,,Brian Moser,1960-61,Previously Unpublished,"Anglo-Colombian Recording Expedition: Music of the Native peoples of Colombia. Brian Moser & Donald Tayler Colombia Collection, Sound Archive of The British Library","Sound Archive of the British Library, London; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"On Minutage Coding Sheet, the source # is given as T1639.D2. However, the coding sheet also matches this song with C-id 2759. I believe the source # on the coding sheet is an error, as it was also given as the source for M-id 68.",Sent to A. L. from the Anglo-Colombian Recording Expedition,@MTACE1960-1Motilon
0070,2749,16.75,-93.12,Central America,Mexico,S Mexican Lowlands,Chiapas Lowlands,Lacandon,"Chiapas, Mexico",19526,,0:00:56,T5404R77,T1738.14,Lacandon Song 3,,"Inhaling of breath, long melodic phrases","Male solo, glottalization",Male Voice; Glottalization,,,"José Raúl Hellmer, Roberta Montagu",1947-65,Previously Unpublished,"José Raúl Hellmer Collection, La Fonoteca del INAH: Instituto Nacional de Antropología e Historia","La Fonoteca del INAH: Instituto Nacional de Antropología e Historia, Mexico City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JRHC1947-65LacandonSong3
0071,2748,16.75,-93.12,Central America,Mexico,S Mexican Lowlands,Chiapas Lowlands,Lacandon,"Chiapas, Mexico",19526,,0:01:13,T5404R76,T1738.15,Lacandon Song 2,,Inhaling of breath and long melodic phrases,Male solo,Male Voice,,,"José Raúl Hellmer, Roberta Montagu",1947-65,Previously Unpublished,"José Raúl Hellmer Collection, La Fonoteca del INAH: Instituto Nacional de Antropología e Historia","La Fonoteca del INAH: Instituto Nacional de Antropología e Historia, Mexico City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JRHC1947-65LacandonSong2
0072,2747,16.75,-93.12,Central America,Mexico,S Mexican Lowlands,Chiapas Lowlands,Lacandon,"Chiapas, Mexico",19526,,0:01:16,T5404R75,T1738.16,Lacandon Song 1,,Pitch shifting in phrases,Male solo,Male Voice,,,"José Raúl Hellmer, Roberta Montagu",1947-65,Previously Unpublished,"José Raúl Hellmer Collection, La Fonoteca del INAH: Instituto Nacional de Antropología e Historia","La Fonoteca del INAH: Instituto Nacional de Antropología e Historia, Mexico City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JRHC1947-65LacandonSong1
0073,3131,16.73,-92.63,Central America,Mexico,S Mexican Lowlands,Chiapas Lowlands,Lacandon,"San Cristobal de las Casas, Chiapas, Mexico",19526,,0:01:11,T5404R78,T42.13; WFS4B.1,Canto De Niño,Lament,"Song in Maya, lament, deals with the singer's feelings over the declination of his people, tremendous sobbing, inhaling of breath","Male voice, ten year old boy, Kay-um son of Bor",Male Voice; Boy's Voice,,,"José Raúl Hellmer, John Baroco",1947-50,Previously Unpublished,"José Raúl Hellmer Collection, La Fonoteca del INAH: Instituto Nacional de Antropología e Historia","La Fonoteca del INAH: Instituto Nacional de Antropología e Historia, Mexico City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JRHC1947-65CantoDeNiño
