P_id,CultureName_Speaker1,P_cid_Speaker1,CultureName_Speaker2,P_cid_Speaker2,Identifier_LomaxTape,Type_TapeCategory,Recording_Title,Tape_Description,Source_notes,Speech_Description,Monologue/Dialogue,Duration,Lomax_notes,Speakers_Gender/Number/Age,Speakers_Names,SubjectLanguage_SIL14,SubjectLanguage_SIL15,SubjectLanguage_SIL,SubjectLanguage_Given,SubjectDialect_Given,Researcher_Language,Location_Recorded,Coverage,Date,Contributor_Interviewer,Contributor_Researcher,Researcher_Affiliation,Contributor_Depositor,Contributor_Compiler,All_Languages_On_Tape,Source_Format,Audio_notes,ResourceID,Identifier_FileName,Format_Digital,Date_Digitized,Digitized.On,Priority,Digital audio notes,Rights_Online,Contact_Information,Resource_Type,Linguistic_Type,Parla_Accession_No,Old_Parla_Accession_No,C#,C#s_on_Tape,Lomax_Cat_#,Associated_Compilation_Tapes,Metadata_notes,Coding_notes,Source Tag
114,Tamil,30099,,,T5188,Raw audio,Indian Compilation 1 - Tamil,"Urdu, Telegu, Tamil, Tulu, Malayalam, Konkani, Hariyaka, Kannada, and Hindi recordings sent from Chester Williams, Callison College, India.",,Mother and college age daughter in family type conversation.,Dialogue,,,"2 females, in their 20s and 40s",,TCW,tam,Tamil,Tamil,,,"Bangalore, Karnataka, India",,1971-12,,Chester Williams,"Callison College, India.",,Alan Lomax,"Telugu, Tamil, Urdu, Kannada","1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ","Some distortion, street noises, crackling.",A00127,TP5188R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,41026,80,80,"C80-C82, C84-C87",1053,T5036 - Tamil Mother and Daughter (Work compilation); T5019 - Dialogue Compilation - Tamil (Work compilation).,Date on T-list says Jan-72,,@ALA1971T5188 @ALANDT5036 @ALANDT5019
115,Tulu,62538,,,T5188,Raw audio,Indian Compilation 2 - Tulu,"Urdu, Telegu, Tamil, Tulu, Malayalam, Konkani, Hariyaka, Kannada, and Hindi recordings sent from Chester Williams, Callison College, India.",,Sister and brother speak of children and local matters. ,Dialogue,,,"1 male, 1 female, middle-aged",Dr. Gopinath and sister,TCY,tcy,Tulu,Tulu,,,"Bangalore, Karnataka, India",,1971-12,,Chester Williams,"Callison College, India.",,Alan Lomax,"Tulu, Malayalam, Konkani, Havyaka, Standard Hindi, Rajasthani Hindi","1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",Poor animation - noisy recording. ,A00128,TP5188R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,43074,84,84,"C80-C82, C84-C87",1053,T5036 - Tulu Brother and Sister (Work compilation).,Date on T-list says Jan-72,,@ALA1971T5188 @ALA1971T5036
116,Israeli Jews,17700,Syria,26346,T5076,Raw audio,United Nations sessions - Armenian,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Two women chatting. ,Dialogue,,Less aggressive voice had spoken language at home only-- the other girl had also been educated in it. So the first girl had trouble understanding voc. used by second one.,"2 females, age 25",Nora Ben-ari (sp?); Annie Kapelian (sp?),,hye,Armenian,Armenian,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Teso, Swazi, Armenian, Twi/Fanti, Russian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00267,TP5076R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,28737,15,15,C13-C17,,T5002 - UN Dialogue Compilation - Armenian (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5076 @ALA1971T5002
117,Kakheti,15797,,,,,,,,,,,,,,GEO,kat,Georgian,Georgian,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,58434,114,,,,,Missing metadata and original coding sheets.,,
118,Kakheti,15797,,,T5055,Raw dubs,Georgian III,"Lomax Collection Tape #2, compilation tape of samples taken from Alan Lomax's tape library.",Dubbed from T1718 from Lomax library,"Conversation and singing. Four selections. 1) Words of song, one speaker, 2) Words of song, another speaker, 3) Same with conversation, 4) Same with conversation",Monologue,,,1 speaker,,GEO,kat,Georgian,Georgian,,ENG,"Sidili, Georgia",,,Alan Lomax,Alan Lomax,,,Alan Lomax,Irish; Italian (Assissi); Italian (Barga); Dani (New Guinea); French (Martnique); Ethiopian (Ethiopia); Guajiro; Italian (Umbria); Sandostoes (Brazil); BaHima (Uganda); Georgian (Soviet Union),"1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00025,TP5055R12,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,,Sound,Primary Text,12583236,519,519b,Library Code T1718,,T5011 - Monologue Compilation - Georgian (Work compilation).,,"C519a and b used for same coding, but on different tapes.",@ALANDT5055 @ALA1971T5011
118,Kakheti,15797,,,T5254,Raw audio,Native Speaker of the Georgian language,"Georgian recordings from Dr. Rose Nash of the Inter-American University, Puerto Rico, Department of English and Linguistics.",Dubbed from Rose Nash Collection,"Native speaker of the Georgian language. Counting, reading one passage, and extemporaneous passage.",Monologue,,,1 male,,GEO,kat,Georgian,Georgian,,ENG,"Laboratory of Experimental Phonetics, St. Petersburg State University, St. Petersburg, Russia (formerly Leningrad University)",,1970,,Rose Nash,"Inter-American University, Puerto Rico, Department of English and Linguistics",,Alan Lomax,,"1/4"" wide magnetic audio tape.  2"" reel.  7.5 ips.  ",,A00243,TP5254R01,"24 bit, 96 kHz, uncompressed .wav",2005-01,Revox,I,,Permissions under negotiations,,Sound,Primary Text,12583236,519,519a,,,T5011 - Monologue Compilation - Georgian (Work compilation).,transcription available,"C519a and b used for same coding, but on different tapes.",@ALA1970T5254 @ALA1971T5011
119,Austria,27831,Rhine-Westphalia,15841,T5085,Raw audio,United Nations sessions - German,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Two women chatting. ,Dialogue,,Relaxed and very animated.,"2 females, in their 40s and 50s",,,deu,"German, Standard",German,,,,,Jul-71,,Alan Lomax,,,Alan Lomax,"Marathi, German, Sesote","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",Recorded in UN booth. ,A00320,TP5085R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Revox,I,,Permissions under negotiations,,Sound,Primary Text,6210,38,38,C38-C40,,T5006 - UN Dialogue Compilation - German (Work compilation).,,"I believe both German recordings are the same recording, or both used for the same coding.",@ALA1971T5085 @ALA1971T5006
119,Austria,27831,Rhine-Westphalia,15841,T5159,Raw audio,UN German Recordings,German recordings received from Dorothy Deng recorded at the United Nations.,,Two women chatting. ,Dialogue,,Relaxed and very animated.,"2 females, in their 40s and 50s",,,deu,"German, Standard",German,,,,,,,Dorothy Deng,,,Alan Lomax,,,Recorded in UN booth. ,,,,,,I,,,,Sound,Primary Text,6210,38,38,,911,T5006 - UN Dialogue Compilation - German (Work compilation).,,"I believe both German recordings are the same recording, or both used for the same coding.",@ALANDT5159 @ALA1971T5006
120,C Polish Folk,23827,,,T5075,Raw audio,United Nations sessions - Polish,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Man and woman chatting.  ,Dialogue,,Reasonably animated.,"1 male, 1 female, age 55",,,pol,Polish,Polish,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Malagasy, Somali, Dinka, Polish","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Voices not framed well. Mic picked up electronic banging noise.,A00266,TP5075R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,16449,12,12,C9-C12,,T5001 - UN Dialogue Compilation - Polish (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5075 @ALA1971T5001
121,Bryanskaya,13321,,,T5076,Raw audio,United Nations sessions - Russian,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Two women chatting. Reasonably animated.,Dialogue,,Reasonably animated.,"2 females, ages 35 and 40",,,rus,Russian,Russian,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Teso, Swazi, Armenian, Twi/Fanti, Russian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00267,TP5076R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,34881,17,17,C13-C17,,T5002 - UN Dialogue Compilation - Russian (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5076 @ALA1971T5002
122,Latvian,19724,,,T5221,Raw audio,Latvian Conversation,Latvian recordings from the United Nations.,,,Dialogue,,,"1 male, 1 female",,LAT,lav,Latvian,Latvian,,ENG,,,1972-06-07,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00190,TP5221R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,49218,97,92,,1086a,T5021 - Dialogue Compilation - Latvian (Work compilation).,"Computer coding printout lists this coding as C97, but tape index lists it as C92. However, 92a-c are also listed separately as Swedish recordings. ",,@ALA1972T5221 @ALANDT5021
123,Mari,13520,,,T5203,Raw audio,"Chuckchee, Mari, Moldavian, and Ukranian","Chuckchee, Mari, Moldavian, and Ukranian recordings from the USSR recorded or dubbed by Alan Lomax in Moscow.",,,,,,,,,chm,Mari,Mari,,,,,1971,,Alan Lomax,,,Alan Lomax,White Russian Languages,"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00155,TP5203R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,50242,98,,,1069,,"Computer coding printout lists this coding as C98, but this does not match tape index. Date on T-list says Oct-72",,@ALA1971T5203
124,Khanty,18431,,,,,,,,,,,,,,KCA,kca,Khanty,Khanty,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,60994,119,,,,,"Not sure if this coding corresponds to one of the recordings on T5225, or if so which one. Coding sheet missing.",,
125,Khanty,18431,,,T5142,Raw audio,Khanty monologue,"Siberian - Nenets, Khanty, Evenki, Yakut - dubbed from Austerlitz tapes 510, 511, 514. 517, and 535.",Dubbed from Rose Nash Collection of recordings made in the Soviet Union in 1970 at Herzen Pedagogical Institute.,"Speaker gives bio information, counts, and reads story of the North Wind.",Monologue,0:04:00,,1 male,,KCA,kca,Khanty,Khanty,,ENG,"Herzen Pedagogical Institute, St. Petersburg, Russia (formerly Leningrad)","St. Petersburg, Russia",1970,,Rose Nash,"Inter-American University, Puerto Rico, Department of English and Linguistics",Robert P. Austerlitz,Alan Lomax,Nenets (Siberia); Khanty (Siberia); Evenki (Siberia); Yakut (Siberia),"1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",Clear recording.,A00062,TP5142R04,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,Prof. Austerlitz has passed away,Sound,Primary Text,8388676,514,514,"510, 511, 514. 517, 535",,T5009 - Monologue Compilation - Khanty (Work compilation).,,,@ALA1970T5142 @ALA1971T5009
126,Nenet,24806,,,T5142,Raw audio,Nenets monologue,"Siberian - Nenets, Khanty, Evenki, Yakut - dubbed from Austerlitz tapes 510, 511, 514. 517, and 535.",Dubbed from Rose Nash Collection of recordings made in the Soviet Union in 1970 at Herzen Pedagogical Institute.,"1 female gives bio information, counts, and reads a story of the North Wind. (Beginning of sample is in Russian).",Monologue,0:04:00,,1 female,,YRK,yrk,Nenets,Nenets,,ENG,"Herzen Pedagogical Institute, St. Petersburg, Russia (formerly Leningrad)","St. Petersburg, Russia",1970,,Rose Nash,"Inter-American University, Puerto Rico, Department of English and Linguistics",Robert P. Austerlitz,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00061,TP5142R03,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,Prof. Austerlitz has passed away,Sound,Primary Text,8453955,511,511,"510, 511, 514. 517, 535",,T5009 - Monologue Compilation - Nenets (Work compilation).,,Not sure if other Nenets recordings are considered in this coding,@ALA1970T5142 @ALA1971T5009
127,Appalachia,18349,,,T5145,Raw audio,Striking mine workers talk about the strike,"Harlan County, KY recordings from B. Kaepple and Hart Perry.",,Three students from Duke interview a Harlan County couple.  An interview with a woman who went to the picket line.,Dialogue,,,"1 male, 1 female; 1 female",,ENG,eng,English,English,,,"Harlan County, Kentucky, USA","Harlan County, Kentucky, USA",,,B. Kaepple and Hart Perry,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00373,TP5145R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,III,,Permissions under negotiations,,Sound,Primary Text,7491,157,,,,,Coding sheets missing. Also missing from tape index.,,@ALANDT5145
128,Appalachia,18349,,,T5147,Raw audio,Mine bosses talk about the strike,"Harlan County, KY recordings from B. Kaepple and Hart Perry.",,President and Attorney for the Eastover Mining Company being interviewed.,Dialogue,,,2 males,,ENG,eng,English,English,,,"Harlan County, Kentucky, USA","Harlan County, Kentucky, USA",,,B. Kaepple and Hart Perry,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00375,TP5147R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,III,,Permissions under negotiations,,Sound,Primary Text,7747,158,,,,,Coding sheets missing. Also missing from tape index.,,@ALANDT5147
129,Appalachia,18349,,,T5026,Work compilation,"English of Galax, Virginia","English dialogue collected for Parlametrics from Galax, Virginia from Alan Lomax's tape library.",Dubbed from T852 in Alan Lomax's library.,"2 males being interviewed by Alan Lomax, and some conversation between the two men.",Dialogue,,,"2 males, in their 70s",,ENG,eng,English,English,,,"Galax, Virginia, USA","Galax, Virginia, USA",,Alan Lomax,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,,,,,,III,,,,Sound,Primary Text,8003,159,105,C105,,"T5026 - English of Galax, Virginia (Work compilation).","Computer coding printout lists this coding as C159, but tape index lists it as C105. Listed as work compilation in T-list but it seems more like raw audio.",,@ALANDT5026
130,New York Unspecified,62539,,,,,,,,,,,,,,ENG,eng,English,English,New York,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,8259,160,,,,,Found metadata for New York English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
131,New York Unspecified,62539,,,,,,,,,,,,,,ENG,eng,English,English,New York,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,8515,161,,,,,Found metadata for New York English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
132,New York Unspecified,62539,,,,,,,,,,,,,,ENG,eng,English,English,New York,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,8771,162,,,,,Found metadata for New York English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
133,New York Unspecified,62539,,,,,,,,,,,,,,ENG,eng,English,English,New York,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,9027,163,,,,,Found metadata for New York English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
134,U.S. General,62475,,,,,,,,,,,,,,ENG,eng,English,English,American,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,9283,164,,,,,Found metadata for American English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
135,U.S. General,62475,,,,,,,,,,,,,,ENG,eng,English,English,American,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,9539,165,,,,,Found metadata for American English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
136,U.S. General,62475,,,,,,,,,,,,,,ENG,eng,English,English,American,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,9795,166,,,,,Found metadata for American English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
137,U.S. General,62475,,,,,,,,,,,,,,ENG,eng,English,English,American,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,10051,167,,,,,Found metadata for American English but doesn't have many details or specify which coding is which sample. Coding sheets missing. Also missing from tape index. ,,
138,Paris,28568,,,T5080,Raw audio,United Nations sessions - French,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Animated chatting.,Dialogue,,,"2 females, in their 20s",,,fra,French,French,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded at UN. Missing about 30 secs at the end.,A00276,TP5080R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,15426,47,47,"C34-C37, C42, C47, C516",,T5007 - UN Dialogue Compilation - French (Work compilation).,,,@ALA1971T5080 @ALA1971T5007
139,Swedish,26340,,,T5074,Raw audio,United Nations sessions - Swedish,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","Chatting.  The two males are from Stockholm, and the female is from outside Stockholm.",Dialogue,,Relaxed and animated.,"2 males, 1 female, in their 20s",,,swe,Swedish,Swedish,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded in tape room. ,A00265,TP5074R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,16450,48,48,"C1-C8, C48",,T5007 - UN Dialogue Compilation - Swedish (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5074 @ALA1971T5007
140,Wales,28436,,,T5067,Raw dubs,Assorted Langs from the Parlametrics Collection - Welsh,"Language sample from Parlametrics tape collection, Tape II, containing dubs from Alan Lomax's tape library for use in establishing useable samples, dubbed by Alexis Kondratiev.",Dubbed from Alan Lomax BBC disc #94.,2 males chatting. (66a); 2 males chatting. (66b); 2 males and 1 female chatting. (66c). ,Dialogue,,Very natural and animated.,"2 males (66a); 2 males (66b); 2 males, 1 female (66c)",,,cym,Welsh,Welsh,,,,,,,"Maxwell; Monni Adams; Robert Gardner; Peter Silverwood-Cope; Jorge Preloran; Willard Baldwin; Jack Ferguson; Alan Lomax, BBC",,,Alan Lomax,"Culina, Shipibo, Sumba, Hamar, Cano, Macu, Warao, Jeronimo, Wayana, Copper Eskimo, Welsh, Scots, Gaelic","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00263,TP5067R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,33858,66,66a-c,Tape III,,T5013 - Dialogue Compilation - Welsh (Work compilation).,,C65a-c used for same coding,@ALANDT5067 @ALA1971T5013
141,Appalachia,18349,,,T5146,Raw audio,Union representatives in a meeting,"Harlan County, KY recordings from B. Kaepple and Hart Perry.",,Men on picket line talking about safety in the mine.,Dialogue,,,several males,,ENG,eng,English,English,,,"Harlan County, Kentucky, USA","Harlan County, Kentucky, USA",,,B. Kaepple and Hart Perry,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00374,TP5146R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,III,,Permissions under negotiations,,Sound,Primary Text,41538,81,,,,,"Computer coding printout lists this coding as C81, but this does not match tape index. Coding sheets missing. Also missing from tape index.",,@ALANDT5146
142,Icelander,17007,,,T5083,Raw audio,United Nations sessions - Icelandic,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","Casual chatting, one man and one woman. UN Ambassador and his secretary, i.e. status difference. ",Dialogue,,Part b is less stiff and somewhat more animated.,"1 male, in his 50s, 1 female, in her 20s",,,isl,Icelandic,Icelandic,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Yoruba, Mongolian, Icelandic, Setwana, Tiv, Hausa, Ibo","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Some background noise.,A00284,TP5083R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,47169,23,23a-b,"C23, C27-C29, C539, C515",,T5004 - UN Dialogue Compilation - Icelandic (Work compilation).,,C23a and b used for same coding,@ALA1971T5083 @ALA1971T5004
143,Finnish,15313,,,T5084,Raw audio,United Nations sessions - Finnish,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Two men chatting. ,Dialogue,,Seemed relaxed though not particularly animated.,"2 males, in their 40s",,,fin,Finnish,Finnish,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Wolof, Finnish, Yoruba, Kalabari, Tagalog, Mandarin, Kinga, Baule, Guarani","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00285,TP5084R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,63553,31,31,"C30-C33, C512-C513",,T5004 - UN Dialogue Compilation - Finnish (Work compilation).,,,@ALA1971T5084 @ALA1971T5004
144,Spanish Basques,11804,,,,,,,,,,,,,,,eus,Basque,Basque,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,53314,104,,,,,"Computer coding printout lists this coding as C104, but this does not match tape index. Metadata and coding sheet missing",,
145,Athens,62541,Cephalonia,16072,T5080,Raw audio,United Nations sessions - Greek,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Man and woman chatting. ,Dialogue,,Relaxed and good animation,"1 female, in her 20s, 1 male, in his 30s",,,ell,Greek,Greek,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",In three parts. Short silence separates them.,A00276,TP5080R05,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,2114,34,34,"C34-C37, C42, C47, C516",,,,,@ALA1971T5080
146,Greek Cypriots,62465,,,,,,,,,,,,,,,ell,Greek,Greek,Cypriot Greek,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,4163,144,,,,,Metadata and coding sheet missing,,
147,Greek Cypriots,62465,,,,,,,,,,,,,,,ell,Greek,Greek,Cypriot Greek,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,4419,145,,,,,Metadata and coding sheet missing,,
148,Greek Immigrant,62542,,,,,,,,,,,,,,ENG,eng,English,English,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,4675,146,,,,,Metadata and coding sheet missing,,
149,Greek Cypriots,62465,,,,,,,,,,,,,,,ell,Greek,Greek,Cypriot Greek,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,4931,147,,,,,Metadata and coding sheet missing,,
150,Serbia,30112,,,T5080,Raw audio,United Nations sessions - Yugoslav,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Man and woman chatting. ,Dialogue,,,"1 male, 1 female, in their 40s",,,,,Yugoslav (Serbo-Croatian?),,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Voices not well framed. Male voice is much louder and somewhat distorted.,A00276,TP5080R06,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,4162,36,36a-c,"C34-C37, C42, C47, C516",,T5005 - UN Dialogue Compilation - Yugoslav (Work compilation).,"Language on old metadata is Yugoslav, but I am assuming that this language is Serbo-Croatian, as the culture specified is Serbian. ",C36a-c used for same coding.,@ALA1971T5080 @ALA1971T5005
151,Ghegs,10297,,,T5223,Raw audio,Discussion of Albanian,Albanian recordings.,,"Conversation between several men in Albanian, follow by English interview with an Albanian man.",Dialogue,,,Males,,ENG,eng,English,English,,,,USA,,,,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00193,TP5223R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,49730,97,,,1087,,"Computer coding printout lists this coding as C97, but this does not match tape index.",,@ALANDT5223
152,Turkey,27765,,,T5081,Raw audio,United Nations sessions - Turkish,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting (50a); Short joke (50b).,Dialogue,,Relaxed but not particularly animated.,"2 males, in their 50s",,,tur,Turkish,Turkish,,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,"Chiluba, Arabic, Turkish, Hindi, More, Tagalog","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00277,TP5081R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,18498,50,50a-b,"C507, C508, C49-C51",,T5008 - UN Dialogue Compilation - Turkish (Work compilation).,,C50a and b used for same coding.,@ALA1971T5081 @ALA1971T5008
